pl_name,hostname,pl_orbper,pl_tranmid,pl_tranmiderr1
WASP-101 b,WASP-101,3.58572,2458387.832522,8.6e-05
Kepler-104 c,Kepler-104,23.668205,2454965.71597,0.00134
Kepler-369 c,Kepler-369,14.871572,2454970.69114,0.00367
Kepler-371 b,Kepler-371,34.763278,2454994.73489,0.00644
Kepler-147 b,Kepler-147,12.610584,2454971.19015,0.01042
Kepler-132 d,Kepler-132,18.010199,2455012.42116,0.00212
Kepler-208 c,Kepler-208,7.466623,2454965.77383,0.00486
Kepler-487 c,Kepler-487,38.6519976,2454997.04919,0.00537
Kepler-316 c,Kepler-316,6.827766,2454971.61401,0.00268
Kepler-313 b,Kepler-313,14.970418,2454967.5006,0.00429
Kepler-372 c,Kepler-372,20.053763,2454969.58035,0.00595
Kepler-373 b,Kepler-373,5.535309,2454965.76048,0.00318
Kepler-151 c,Kepler-151,24.674612,2454979.77073,0.0026
Kepler-386 c,Kepler-386,25.193458,2454979.43209,0.0082
Kepler-215 c,Kepler-215,14.667108,2454978.42381,0.00314
Kepler-404 b,Kepler-404,11.829851,2454970.61764,0.01179
HD 3167 d,HD 3167,8.4112,2457745.37,0.18
Kepler-317 b,Kepler-317,5.524242,2454968.61931,0.00303
Kepler-319 c,Kepler-319,6.941357,2454970.54285,0.00061
Kepler-375 c,Kepler-375,19.986326,2454968.52342,0.00545
Kepler-356 c,Kepler-356,13.121632,2454966.3931,0.00407
Kepler-387 b,Kepler-387,6.791636,2454969.4873,0.00817
Kepler-388 b,Kepler-388,3.173315,2454966.69965,0.0035
Kepler-224 e,Kepler-224,18.643577,2454974.62463,0.00283
Kepler-226 d,Kepler-226,8.109044,2454965.80333,0.00751
Kepler-348 b,Kepler-348,7.05677,2454965.53178,0.00236
Kepler-338 b,Kepler-338,13.726976,2454971.74833,0.00247
Kepler-376 c,Kepler-376,14.172327,2454975.59795,0.00444
Kepler-377 c,Kepler-377,27.014976,2454965.50842,0.00837
Kepler-389 b,Kepler-389,3.244107,2454965.94408,0.00642
Kepler-118 b,Kepler-118,7.518496,2454965.53666,0.00459
Kepler-123 c,Kepler-123,26.695074,2454976.99812,0.0107
Kepler-243 c,Kepler-243,20.026218,2454979.90767,0.00404
GJ 3470 b,GJ 3470,3.3366496,2455983.70421,
Kepler-379 c,Kepler-379,62.784697,2454990.30359,0.00544
Kepler-112 c,Kepler-112,28.574263,2454976.8308,0.00122
Kepler-137 c,Kepler-137,18.735753,2455010.63394,0.00105
Kepler-390 b,Kepler-390,6.738088,2454966.32269,0.00634
HD 221420 b,HD 221420,10090.0,,
Kepler-351 c,Kepler-351,57.24809,2455017.69417,0.00492
Kepler-327 b,Kepler-327,2.549575,2454965.60488,0.00128
Kepler-114 b,Kepler-114,5.188549,2454978.3632,0.0014
Kepler-358 c,Kepler-358,83.488369,2455021.53814,0.00504
Kepler-169 c,Kepler-169,6.195469,2454967.71616,0.00275
Kepler-236 b,Kepler-236,8.295611,2454968.79207,0.0023
Kepler-141 c,Kepler-141,7.010606,2455007.57599,0.00142
Kepler-858 b,Kepler-858,76.13602028,2455032.479049,0.000623
Kepler-855 b,Kepler-855,7.886631104,2455193.514349,0.000219
Kepler-321 c,Kepler-321,13.093921,2454977.52374,0.00109
Kepler-349 b,Kepler-349,5.929778,2454968.49118,0.00193
Kepler-353 c,Kepler-353,8.410894,2454966.80505,0.00265
Kepler-359 c,Kepler-359,57.68802,2454972.94136,0.00667
Kepler-173 b,Kepler-173,4.263742,2454966.72031,0.00283
K2-29 b,K2-29,3.2588321,2453219.0095,0.0022
Kepler-180 b,Kepler-180,13.817124,2454968.04028,0.00709
Kepler-244 d,Kepler-244,20.050401,2455021.08718,0.00377
Kepler-254 c,Kepler-254,12.412183,2454975.53938,0.00389
WASP-92 b,WASP-92,2.1746742,2456381.2834,0.00027
HD 108202 b,HD 108202,2990.0,,
Kepler-330 c,Kepler-330,15.955387,2454976.30371,0.00291
Kepler-1243 b,Kepler-1243,16.8320729,2454973.5288,0.00503
Kepler-360 b,Kepler-360,3.289672,2454964.75603,0.00213
Kepler-49 e,Kepler-49,18.596108,2454974.26415,0.00242
Kepler-140 b,Kepler-140,3.25427,2455005.66151,0.00133
Kepler-122 d,Kepler-122,21.587475,2454975.97287,0.00379
HD 27894 c,HD 27894,36.07,,
Kepler-268 c,Kepler-268,83.446393,2454991.6851,0.00592
Kepler-171 c,Kepler-171,11.463462,2454970.38428,0.00138
HD 154345 b,HD 154345,3341.55884,2456384.0,58.0
HD 181433 b,HD 181433,9.3743,,
Kepler-133 c,Kepler-133,31.517586,2455018.15322,0.00266
Kepler-185 b,Kepler-185,1.6329,2454967.54797,0.00189
HD 68988 c,HD 68988,16000.0,2451660.0,110.0
Kepler-346 b,Kepler-346,6.511127,2454964.7057,0.00166
Kepler-718 b,Kepler-718,2.052349905,2455002.8906293,5.77e-05
Kepler-720 b,Kepler-720,4.708326542,2455004.44652,0.000125
Kepler-1241 b,Kepler-1241,18.5525701,2454968.51046,0.00449
Kepler-495 b,Kepler-495,3.413036221,2454965.443088,0.000146
Kepler-281 b,Kepler-281,14.646008,2454969.51691,0.00588
Kepler-288 b,Kepler-288,6.097326,2455187.06412,0.00575
Kepler-394 b,Kepler-394,8.005013,2454971.71069,0.00687
Kepler-189 b,Kepler-189,10.399931,2454974.51092,0.00438
HD 168443 b,HD 168443,58.11187,2455272.957,0.011
Kepler-148 b,Kepler-148,1.729366,2454966.81853,0.00133
Kepler-178 c,Kepler-178,20.552802,2454978.02634,0.00201
Kepler-686 b,Kepler-686,1.594745463,2455003.6483223,5.81e-05
Kepler-468 b,Kepler-468,38.478757067,2454984.853006,0.000101
Kepler-953 c,Kepler-953,9.10967112,2454966.06724,0.00236
Kepler-342 b,Kepler-342,15.170318,2454965.66283,0.00243
Kepler-334 c,Kepler-334,12.758005,2454966.9579,0.00256
Kepler-291 c,Kepler-291,5.700786,2454965.68674,0.00483
Kepler-298 c,Kepler-298,22.92881,2455156.03372,0.01134
Kepler-190 c,Kepler-190,3.763024,2454965.59486,0.00141
Kepler-191 c,Kepler-191,17.738506,2454981.98862,0.00284
BD-08 2823 c,BD-08 2823,237.6,,
HD 10180 f,HD 10180,122.744,,
Kepler-207 c,Kepler-207,3.071571,2454966.30425,0.00295
Kepler-224 b,Kepler-224,3.132924,2454968.67544,0.0025
HD 16905 b,HD 16905,10256.0,,
Kepler-337 c,Kepler-337,9.693201,2454965.8115,0.00291
Kepler-299 d,Kepler-299,15.054786,2454977.58557,0.00804
Kepler-953 b,Kepler-953,88.40655258,2455009.275572,0.000726
Kepler-493 b,Kepler-493,3.003876581,2454967.711271,0.000271
Kepler-303 c,Kepler-303,7.061149,2454969.27187,0.00152
Kepler-137 b,Kepler-137,8.436387,2455012.8864,0.00117
HD 187123 c,HD 187123,3810.0,2458871.0,25.0
HD 217107 b,HD 217107,7.12682,2456306.847,0.004
Kepler-228 b,Kepler-228,2.566546,2455012.5536,0.0054
Kepler-238 c,Kepler-238,6.155557,2454967.82322,0.00446
HD 62364 c,HD 62364,74839.94555,,
Kepler-324 c,Kepler-324,51.805612,2455016.00049,0.00291
Kepler-188 b,Kepler-188,2.061897,2454966.19858,0.0027
Kepler-126 b,Kepler-126,10.495711,2455005.78966,0.00165
GJ 1214 b,GJ 1214,1.580404531,2459639.7812619,9e-06
Kepler-136 c,Kepler-136,16.399235,2454964.96851,0.0018
Kepler-198 c,Kepler-198,49.567416,2455002.54001,0.00247
Kepler-398 b,Kepler-398,4.081423,2454966.85795,0.00176
Kepler-244 c,Kepler-244,9.767292,2455019.57903,0.00229
Kepler-247 b,Kepler-247,3.33616,2454968.3129,0.00118
BD-210397 b,BD-210397,1891.0,,
Kepler-301 d,Kepler-301,13.751243,2454977.61227,0.00347
Kepler-301 c,Kepler-301,5.419026,2454964.64467,0.00371
Kepler-342 d,Kepler-342,39.459357,2454969.46152,0.00597
Kepler-191 b,Kepler-191,9.939632,2454964.58517,0.00408
Kepler-194 d,Kepler-194,52.814973,2454997.90324,0.00559
Kepler-208 e,Kepler-208,16.259458,2454945.01425,0.00605
Kepler-344 c,Kepler-344,125.596809,2455048.44167,0.00546
Kepler-304 d,Kepler-304,9.653471,2454967.85589,0.00091
Kepler-304 c,Kepler-304,5.315946,2454965.42892,0.00085
Kepler-81 d,Kepler-81,20.837846,2454965.07963,0.00533
Kepler-548 b,Kepler-548,4.454194338,2455005.820206,6.87e-05
Kepler-723 b,Kepler-723,4.082275068,2455002.6375295,4.56e-05
Kepler-197 e,Kepler-197,25.209715,2454987.41342,0.00934
Kepler-200 c,Kepler-200,10.222157,2454968.89056,0.00297
Kepler-346 c,Kepler-346,23.851549,2454980.61656,0.00271
Kepler-350 b,Kepler-350,11.189562,2454973.63108,0.00699
Kepler-306 e,Kepler-306,44.840975,2455192.87387,0.00446
Kepler-84 e,Kepler-84,27.434389,2454978.1254,0.00408
Kepler-265 e,Kepler-265,67.831024,2454958.89695,0.01335
Kepler-217 c,Kepler-217,8.586004,2454970.96096,0.00374
Kepler-220 d,Kepler-220,28.122397,2454979.91883,0.00366
Kepler-351 b,Kepler-351,37.054919,2455033.20033,0.00698
Kepler-352 b,Kepler-352,10.05537,2455006.23302,0.00547
Kepler-84 d,Kepler-84,4.224537,2454968.43327,0.00594
Kepler-310 d,Kepler-310,92.876125,2454978.92567,0.00419
Kepler-282 b,Kepler-282,9.220524,2454971.05444,0.02523
Kepler-282 c,Kepler-282,13.638723,2454974.77809,0.02213
Kepler-220 e,Kepler-220,45.902733,2454999.56251,0.00248
Kepler-154 c,Kepler-154,62.303276,2455012.09423,0.00385
Kepler-353 b,Kepler-353,5.795278,2454969.78197,0.00569
Kepler-85 e,Kepler-85,25.216751,2454985.68815,0.01695
Kepler-55 e,Kepler-55,4.617534,2454968.04254,0.00224
Kepler-310 b,Kepler-310,13.930698,2454967.42673,0.0047
Kepler-286 e,Kepler-286,29.221289,2454972.33017,0.00718
Kepler-368 c,Kepler-368,72.379334,2455012.5342,0.0127
Kepler-356 b,Kepler-356,4.612696,2454965.77463,0.00268
Kepler-354 d,Kepler-354,24.209842,2454974.4763,0.01256
Kepler-313 c,Kepler-313,32.273273,2454982.10331,0.01367
Kepler-142 b,Kepler-142,2.024152,2455003.49468,0.00078
Kepler-487 b,Kepler-487,15.358768403,2454965.385103,0.000117
Kepler-506 b,Kepler-506,6.8834055,2455005.662603,0.000357
Kepler-58 d,Kepler-58,40.101371,2454965.71799,0.00903
Kepler-299 e,Kepler-299,38.285489,2454976.30747,0.02483
Kepler-372 b,Kepler-372,6.849692,2454967.68069,0.01274
Kepler-378 c,Kepler-378,28.906009,2454991.82172,0.00444
Kepler-357 c,Kepler-357,16.85837,2454975.34264,0.00299
Kepler-308 c,Kepler-308,15.38231,2454972.08277,0.00623
Kepler-124 b,Kepler-124,3.410493,2454964.57549,0.00362
Kepler-235 b,Kepler-235,3.340222,2455004.97787,0.00084
Kepler-392 c,Kepler-392,10.423118,2454968.15286,0.00501
Kepler-360 c,Kepler-360,7.186434,2454969.62273,0.00263
Kepler-363 b,Kepler-363,3.614568,2454967.69656,0.00852
Kepler-319 d,Kepler-319,31.781925,2454967.86667,0.00205
Kepler-319 b,Kepler-319,4.362705,2454968.23073,0.00134
Kepler-398 c,Kepler-398,11.419412,2454975.11768,0.00271
Kepler-399 b,Kepler-399,14.425281,2454969.75198,0.00606
Kepler-379 b,Kepler-379,20.09838,2455040.5759,0.00529
Kepler-198 b,Kepler-198,17.790037,2455015.43638,0.00105
Kepler-372 d,Kepler-372,30.092568,2454982.03083,0.01474
Kepler-146 b,Kepler-146,31.158799,2455006.90272,0.0015
Kepler-250 b,Kepler-250,4.148141,2454966.39095,0.00672
Kepler-390 c,Kepler-390,13.060022,2454977.33121,0.00969
Kepler-373 c,Kepler-373,16.725948,2454976.74868,0.00671
Kepler-326 b,Kepler-326,2.248329,2454966.42421,0.00115
Kepler-325 c,Kepler-325,12.762172,2454976.73016,0.00342
Kepler-46 d,Kepler-46,6.766589,2454971.05891,0.00192
Kepler-142 c,Kepler-142,4.761702,2455003.33543,0.0006
Kepler-374 d,Kepler-374,5.028219,2454967.10741,0.00447
Kepler-375 b,Kepler-375,12.125934,2454975.10445,0.00691
Kepler-256 b,Kepler-256,1.620493,2454965.06776,0.00339
Kepler-327 d,Kepler-327,13.969457,2454965.17104,0.00126
Kepler-403 c,Kepler-403,54.280749,2454973.7172,0.00648
Kepler-209 c,Kepler-209,41.749882,2454986.83986,0.00145
Kepler-246 c,Kepler-246,11.187161,2454970.18172,0.00415
Kepler-250 d,Kepler-250,17.648312,2454966.545,0.00297
Kepler-376 b,Kepler-376,4.920199,2454968.40794,0.00788
Kepler-380 c,Kepler-380,7.630004,2454970.08071,0.00585
Kepler-130 d,Kepler-130,87.517905,2455034.15805,0.00467
Kepler-252 b,Kepler-252,6.668391,2454970.43483,0.00271
Kepler-255 b,Kepler-255,5.714606,2454965.64035,0.006
Kepler-381 b,Kepler-381,5.629021,2454967.74616,0.00277
Kepler-383 c,Kepler-383,31.200751,2454973.07568,0.0071
Kepler-331 d,Kepler-331,32.134328,2454975.26823,0.00375
Kepler-333 c,Kepler-333,24.08821,2454967.42547,0.00501
HATS-33 b,HATS-33,2.5495551,2456497.23181,0.0005
TOI-3856 b,TOI-3856,2.04360352,2459574.66334,0.00012
TOI-5789 e,TOI-5789,62.98,24560359.05,1.17
K2-55 b,K2-55,2.849271,2456983.4229,0.0004
K2-60 b,K2-60,3.00265,2456928.0593,0.0007
Kepler-405 c,Kepler-405,29.726682,2456560.20398,0.40097
Kepler-256 d,Kepler-256,5.839172,2454965.08845,0.00318
Kepler-258 c,Kepler-258,33.653079,2454980.79807,0.0036
Kepler-387 c,Kepler-387,11.837549,2454975.2121,0.01677
Kepler-334 d,Kepler-334,25.09849,2454978.56945,0.00345
Kepler-336 b,Kepler-336,2.024823,2454965.35611,0.00475
Kepler-149 c,Kepler-149,55.328328,2455019.32665,0.01752
Kepler-393 c,Kepler-393,14.613612,2454973.4124,0.00736
Kepler-292 c,Kepler-292,3.715335,2455002.79198,0.00513
Kepler-337 b,Kepler-337,3.292781,2454966.00966,0.00345
Kepler-338 c,Kepler-338,24.310856,2454970.04147,0.00397
Kepler-164 b,Kepler-164,5.03503,2454965.65465,0.00338
Kepler-169 f,Kepler-169,87.090195,2455020.3184,0.00276
Kepler-265 b,Kepler-265,6.846262,2454965.17037,0.00564
Kepler-269 c,Kepler-269,8.127899,2455191.68805,0.00938
Kepler-395 b,Kepler-395,7.054346,2454969.19136,0.00566
Kepler-298 d,Kepler-298,77.473633,2455017.24735,0.0049
Kepler-339 c,Kepler-339,6.988055,2454965.5611,0.00446
Kepler-339 d,Kepler-339,10.558345,2454969.34663,0.0045
Kepler-171 d,Kepler-171,39.595519,2455001.11922,0.01042
Kepler-174 d,Kepler-174,247.35373,2455197.15875,0.00346
Kepler-272 d,Kepler-272,10.937304,2454969.98503,0.00372
Kepler-206 d,Kepler-206,23.44281,2454985.01049,0.01179
Kepler-122 c,Kepler-122,12.465988,2454967.00291,0.00047
Kepler-251 c,Kepler-251,16.514043,2455009.11632,0.00181
Kepler-234 c,Kepler-234,7.21205,2455005.81664,0.00178
KOI-1257 b,KOI-1257,86.647661,2455006.79454,0.0003
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,,,
Kepler-200 b,Kepler-200,8.594805,2455004.62998,0.00234
Kepler-188 c,Kepler-188,5.996553,2455005.50314,0.00146
Kepler-252 c,Kepler-252,10.848463,2455004.80432,0.00081
Kepler-158 c,Kepler-158,28.551383,2455018.47678,0.00247
TOI-1272 b,TOI-1272,3.31599,2458713.02552,0.00036
KELT-12 b,KELT-12,5.031623,2457083.660459,0.000894
TOI-5720 b,TOI-5720,1.4344555,2460076.902501,0.00067
Kepler-421 b,Kepler-421,704.1984,2455325.7674,0.0012
Kepler-343 c,Kepler-343,23.22182,2454984.0664,0.00529
Kepler-347 c,Kepler-347,27.320871,2454987.30618,0.00991
Kepler-190 b,Kepler-190,2.019999,2455003.06945,0.00089
Kepler-253 c,Kepler-253,10.281951,2455008.33982,0.00164
Kepler-170 c,Kepler-170,16.665863,2455013.20177,0.00169
Kepler-205 c,Kepler-205,20.306546,2455005.6562,0.00113
KELT-7 b,KELT-7,2.73477,2459109.138447,5.1e-05
WASP-76 b,WASP-76,1.80988198,2458080.626165,0.000418
WASP-127 b,WASP-127,4.17806203,2456776.62124,0.00023
TOI-216.02,TOI-216,17.16073,2458324.5911,
HATS-59 c,HATS-59,1422.0,,
Kepler-202 b,Kepler-202,4.069427,2455004.01577,0.00098
Kepler-214 c,Kepler-214,28.7798,2455026.30447,0.00645
Kepler-192 b,Kepler-192,9.926746,2455008.68501,0.00102
Kepler-196 c,Kepler-196,47.427737,2455049.55425,0.00223
Kepler-245 d,Kepler-245,36.277108,2455034.27797,0.00264
Kepler-101 c,Kepler-101,6.02976,2454965.486,0.0088
Kepler-154 b,Kepler-154,33.040532,2454994.22087,0.00429
Kepler-359 d,Kepler-359,77.095691,2455035.67392,0.01213
Kepler-256 c,Kepler-256,3.38802,2455003.53221,0.00252
Kepler-254 b,Kepler-254,5.826662,2455006.01039,0.00101
Kepler-184 c,Kepler-184,20.303005,2455009.80167,0.00234
Kepler-248 b,Kepler-248,6.308205,2455007.04657,0.00089
KIC 10001893 b,KIC 10001893,0.2197,,
KIC 10001893 c,KIC 10001893,0.32528,,
Kepler-172 b,Kepler-172,2.940309,2455002.9034,0.00119
Kepler-205 b,Kepler-205,2.75564,2455003.84454,0.00046
Kepler-257 c,Kepler-257,6.581484,2455007.78643,0.00063
Kepler-217 b,Kepler-217,5.374943,2455003.93324,0.002
Kepler-174 c,Kepler-174,44.000529,2455043.75908,0.00312
Kepler-251 d,Kepler-251,30.133001,2455023.38322,0.00301
Kepler-423 b,Kepler-423,2.6843285,2454966.35480997,2.124e-05
TOI-561 e,TOI-561,77.144,2458538.1803,0.0035
LTT 1445 A b,LTT 1445 A,5.3587635,2458412.7091,0.00047
KELT-11 b,KELT-11,4.73620865,2455498.95898,0.00178
TOI-2537 c,TOI-2537,1920.0,2460060.0,25.0
TOI-1749 b,TOI-1749,2.38839,2458684.354953,0.00105449
TOI-3819 b,TOI-3819,3.2443141,2459502.7437,0.00038
KIC 10001893 d,KIC 10001893,0.81161,,
Kepler-361 b,Kepler-361,8.486616,2454971.01734,0.00464
Kepler-362 b,Kepler-362,10.327186,2454972.3793,0.00577
Kepler-218 c,Kepler-218,44.699576,2455007.82235,0.00218
Kepler-193 b,Kepler-193,11.38848,2455007.55117,0.00257
Kepler-253 d,Kepler-253,18.119869,2455015.6162,0.00195
Kepler-192 c,Kepler-192,21.2234,2455003.3746,0.00218
TOI-2346 b,TOI-2346,3.3312029,2459040.83958,0.00029
HIP 113103 b,HIP 113103,7.610303,2458325.5966,0.0033
HD 28109 d,HD 28109,84.2899,2458355.5685,0.0075
WASP-136 b,WASP-136,5.21536178778,2456776.9055,0.0011
TOI-1439 b,TOI-1439,27.644,2458703.4747,0.0029
K2-415 b,K2-415,4.0179694,2458100.07116,0.00069
WASP-185 b,WASP-185,9.38755,2456935.982,0.002
Kepler-365 c,Kepler-365,17.784129,2454979.90524,0.0077
Kepler-220 c,Kepler-220,9.034199,2455004.01425,0.00053
Kepler-487 d,Kepler-487,2.418390036,2454965.505587,0.000864
TOI-1634 b,TOI-1634,0.9893455,2458791.5146,0.0021
K2-266 c,K2-266,7.814,2457946.651,0.0064
HD 110067 g,HD 110067,54.76992,2459656.0921,0.002
TOI-1696 b,TOI-1696,2.500311,2458834.20115,0.00058
Kepler-522 b,Kepler-522,38.58422849,2455007.833446,0.000869
K2-199 c,K2-199,7.3744897,2457222.93034,0.00035
TOI-3688 A b,TOI-3688 A,3.246075,2459108.0507,0.0014
TOI-1723 b,TOI-1723,13.727012643,2459593.95996,0.00071
Kepler-670 b,Kepler-670,2.816504852,2455003.967687,4.39e-05
Kepler-196 b,Kepler-196,20.739886,2455006.21817,0.0019
Kepler-221 c,Kepler-221,5.690586,2455007.04865,0.00037
Kepler-163 c,Kepler-163,21.347262,2455004.7359,0.00225
Kepler-97 c,Kepler-97,789.0,,
Kepler-407 c,Kepler-407,3000.0,,
Kepler-427 b,Kepler-427,10.290994,2454970.02207,9e-05
TOI-5728 b,TOI-5728,11.49761,2458685.08679,0.0012
TOI-1246 c,TOI-1246,5.904137,2458683.4663,0.0018
WASP-148 c,WASP-148,34.524,2457935.6,1.2
Kepler-207 d,Kepler-207,5.868075,2455003.32243,0.00091
Kepler-245 b,Kepler-245,7.49019,2455007.94919,0.00132
Kepler-208 b,Kepler-208,4.22864,2455003.74197,0.00213
Kepler-246 b,Kepler-246,4.60182,2455002.97887,0.00096
Kepler-179 c,Kepler-179,6.40013,2455007.02343,0.00136
Kepler-226 c,Kepler-226,5.349555,2455004.80599,0.00148
Kepler-113 b,Kepler-113,4.754,2454961.5463,
Kepler-48 d,Kepler-48,42.8961,2454979.06554,
Kepler-199 b,Kepler-199,23.637604,2455005.64846,0.0011
Kepler-237 c,Kepler-237,8.103636,2455009.94805,0.00237
HD 181234 b,HD 181234,7593.40512,2457580.0,310.0
Kepler-247 c,Kepler-247,9.439452,2455010.18536,0.00042
Kepler-161 b,Kepler-161,4.921355,2455007.29899,0.0007
Kepler-153 b,Kepler-153,18.870227,2455011.71046,0.00116
Kepler-106 b,Kepler-106,6.16486,2454968.64035,
Kepler-100 d,Kepler-100,35.3331,2454986.98031,
Kepler-274 b,Kepler-274,11.634788,2454973.49696,0.0072
Kepler-312 b,Kepler-312,1.772419,2454965.08778,0.00381
Kepler-211 c,Kepler-211,6.04045,2455005.59435,0.00128
Kepler-212 c,Kepler-212,31.805174,2455023.2483,0.00278
Kepler-228 d,Kepler-228,11.094286,2455004.20123,0.00184
HD 27894 d,HD 27894,5019.54244,,
Kepler-230 b,Kepler-230,32.625555,2455027.13742,0.00198
TOI-444 b,TOI-444,17.9636,2459190.0391,0.0008
TOI-2202 b,TOI-2202,11.9126075,2459577.9736362,0.0038
Wendelstein-2 b,Wendelstein-2,1.7522239,2455679.2544,1.3e-05
LTT 3780 c,LTT 3780,12.252284,2459600.54227,0.00066
Kepler-166 b,Kepler-166,7.650254,2455004.97149,0.00088
Kepler-181 c,Kepler-181,4.302149,2455006.43717,0.00102
Kepler-106 d,Kepler-106,23.9802,2454980.53263,
Kepler-131 c,Kepler-131,25.5169,2454987.42342,
Kepler-320 b,Kepler-320,8.371554,2454970.67704,0.01257
Kepler-169 e,Kepler-169,13.767102,2455007.81064,0.00145
Kepler-249 c,Kepler-249,7.113702,2455007.32459,0.0014
Kepler-174 b,Kepler-174,13.98179,2455014.97351,0.00095
Kepler-231 c,Kepler-231,19.271566,2455019.76907,0.00327
Kepler-197 c,Kepler-197,10.349695,2455007.06421,0.00254
Kepler-151 b,Kepler-151,15.228958,2455009.55979,0.0011
Kepler-241 b,Kepler-241,12.718092,2455008.35418,0.00163
Kepler-232 b,Kepler-232,4.431222,2455004.01551,0.00139
Kepler-233 b,Kepler-233,8.472382,2455007.16212,0.0016
Kepler-143 b,Kepler-143,16.007583,2454975.63677,0.00321
Kepler-332 d,Kepler-332,34.21154,2454987.57732,0.00584
HIP 9618 b,HIP 9618,20.772858,2458767.4228,0.0013
Kepler-10 b,Kepler-10,0.8374907,2455034.08687,0.00018
Kepler-453 b,Kepler-453,240.503,,
TOI-1420 b,TOI-1420,6.9561063,2459517.43305,0.00012
TOI-6109 b,TOI-6109,5.690476,2458791.0538,0.0031
GJ 367 d,GJ 367,34.369,2459181.82,1.1
HD 24040 c,HD 24040,515.4,2454984.0,19.0
KIC 3558849 b,KIC 3558849,1322.3,2455112.92,0.44
HD 215152 c,HD 215152,7.28243,,
Kepler-440 b,Kepler-440,101.11141,2455756.2986,0.0028
WASP-154 b,WASP-154,3.811678,2459465.89195,0.00028
TOI-1221 b,TOI-1221,91.68278,2458404.1791,0.0035
Kepler-490 b,Kepler-490,3.268695154,2454970.4817067,5.71e-05
TOI-5205 b,TOI-5205,1.630757,2459443.47179,0.00019
TOI-1266 d,TOI-1266,32.509,2458729.03,1.97
TOI-1670 b,TOI-1670,10.98462,2458721.9423,0.0071
HATS-66 b,HATS-66,3.1414391,2457603.0514,0.0014
K2-13 b,K2-13,39.91488,2456812.525,0.0146
KIC 8540376 b,KOI-7892,31.8099,2456353.292,0.006
KIC 8540376 c,KOI-7892,75.2,2456349.911,0.02
Kepler-436 b,Kepler-436,64.00205,2455477.6307,0.0042
Kepler-186 f,Kepler-186,129.9441,2455789.494,0.0036
Kepler-441 b,Kepler-441,207.2482,2455667.7764,0.004
TOI-1224 c,TOI-1224,17.945466,2458329.859704,0.000828
K2-155 c,K2-155,13.85,2457994.66467,0.00056
TOI-712 d,TOI-712,84.8396,2458640.5457,0.0019
TOI-2088 b,TOI-2088,124.72997,2458769.6066,0.0027
WASP-1 b,WASP-1,2.5199454,2453912.5151,0.00027
KELT-3 b,KELT-3,2.70339,2458872.854373,9.5e-05
WASP-107 b,WASP-107,5.7214742,2459958.747244,8.2e-06
GJ 357 c,GJ 357,9.1247,,
Kepler-435 b,Kepler-435,8.6001536,2455010.64241,0.0004
Qatar-5 b,Qatar-5,2.8792319,2457336.758242,9.8e-05
TOI-5799 b,TOI-5799,4.164507,2460255.4185,0.00032
WASP-132 d,WASP-132,1816.6,2455051.5,95.0
HATS-56 b,HATS-56,4.324799,2457788.0029,0.0012
HD 97658 b,HD 97658,9.4897116,2458904.9366,0.0008
HAT-P-12 b,HAT-P-12,3.2130598,2454419.19556,0.0002
HAT-P-18 b,HAT-P-18,5.508023,2454715.02174,0.0002
HAT-P-33 b,HAT-P-33,3.47447,2458078.129918,8.8e-05
HD 149026 b,HD 149026,2.87589,2457217.64141,0.00011
TOI-6383 A b,TOI-6383 A,1.79058695,2459933.59545,0.0002
WASP-45 b,WASP-45,3.126089,2458339.143039,0.000312
WASP-117 b,WASP-117,10.02165,2458728.334175,6.8e-05
HATS-16 b,HATS-16,2.686502,2456824.79069,0.00076
NGTS-21 b,NGTS-21,1.5433897,2458228.77853,0.00067
HD 21520 b,HD 21520,25.1292,2459160.0157,0.0015
TOI-3353.01,TOI-3353,4.6657965,2460174.14998,0.0007765
K2-14 b,K2-14,8.36802,2456811.4513,0.0013
K2-15 b,K2-15,11.8104,2456811.8509,0.0076
K2-17 b,K2-17,17.96753,2456817.9462,0.0035
KIC 10525077 b,KIC 10525077,854.083,2455168.236,0.012
KIC 5437945 b,KIC 5437945,440.7813,2454972.355,0.003
Kepler-442 b,Kepler-442,112.3053,2455849.5578,0.0067
HD 67087 b,HD 67087,352.2,,
TOI-1411 b,TOI-1411,1.4520527,2458739.47404,0.00046
K2-285 c,K2-285,7.138048,2457744.53906,0.00039
Kepler-785 b,Kepler-785,1.973760926,2455011.6893717,3.99e-05
HATS-38 b,HATS-38,4.375021,2457725.16042,0.00072
HD 33844 c,HD 33844,916.0,,
HD 32963 b,HD 32963,2372.0,2455371.0,21.0
Kepler-437 b,Kepler-437,66.65062,2455670.6876,0.0023
HIP 78530 b,HIP 78530,,,
1RXS J160929.1-210524 b,1RXS J160929.1-210524,,,
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,,,
Kepler-296 c,Kepler-296,5.8416366,2454968.9229,0.0013
OGLE-2016-BLG-1266L b,OGLE-2016-BLG-1266L,,,
TOI-4603 b,TOI-4603,7.24599,2459549.126,0.0014
Kepler-731 b,Kepler-731,3.855603551,2455003.6788861,6.07e-05
K2-265 b,K2-265,2.36902,2457017.18078,0.00055
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,,,
WASP-2 b,WASP-2,2.152175,2458339.00342,0.00028
